"ID","Year_Birth","Education","Marital_Status","Income_norm","Kidhome","Teenhome","Dt_Customer","Recency_norm","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Seniority_Years","Total_spend_norm","Total_kids","Total_purchase_norm","Accepted_campaign","Is_Parent","Age_group","Income_segment","Income","Recency","Total_Spend","Total_Purchase"
2607,1953,"Graduation","Single",0.24108248738073154,0,1,"2013-01-11",0.787878787878788,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,73,13,0.24801587301587302,1,0.5454545454545454,0,1,"Senior","Mid_Income",40464,78,630,24
7214,1957,"Graduation","Married",0.37628760106306836,0,0,"2013-07-05",0.494949494949495,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,69,12,0.5071428571428571,0,0.4090909090909091,0,0,"Senior","Mid_Income",62187,49,1283,18
5835,1976,"PhD","Divorced",0.08165335756564819,1,0,"2013-07-02",0.393939393939394,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,50,12,0.023809523809523808,1,0.20454545454545456,0,1,"Adulte","Low_Income",14849,39,65,9
3896,1984,"Graduation","Married",0.15886896500214728,1,0,"2013-11-07",0.030303030303030304,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,12,0.012698412698412698,1,0.11363636363636365,0,1,"Adulte","Low_Income",27255,3,37,5
10350,1950,"PhD","Married",0.3280200663484101,2,1,"2013-05-09",0.37373737373737376,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,76,12,0.013095238095238096,3,0.11363636363636365,0,1,"Senior","Mid_Income",54432,37,38,5
7786,1986,"PhD","Single",0.17594776774322043,1,0,"2013-02-13",0.22222222222222224,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,40,13,0.061507936507936505,1,0.2727272727272727,0,1,"Adulte","Low_Income",29999,22,160,12
2861,1983,"Graduation","Single",0.13905780278464153,1,0,"2013-04-16",0.797979797979798,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,12,0.0071428571428571435,1,0.09090909090909091,0,1,"Adulte","Low_Income",24072,79,23,4
663,1989,"PhD","Single",0.20082530949105912,0,0,"2013-09-11",0.4646464646464647,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,37,12,0.02619047619047619,0,0.13636363636363635,0,0,"Adulte","Low_Income",33996,46,71,6
10675,1956,"PhD","Married",0.40209875083246716,0,1,"2013-04-03",0.8282828282828284,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,70,12,0.4587301587301587,1,0.4318181818181818,1,1,"Senior","Mid_Income",66334,82,1161,19
2521,1971,"Master","Married",0.2081821407009529,1,0,"2013-01-10",0.10101010101010102,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,55,13,0.02142857142857143,1,0.11363636363636365,1,1,"Adulte","Mid_Income",35178,10,59,5
9592,1983,"Graduation","Together",0.12622380451492837,1,0,"2013-06-30",0.5151515151515152,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,43,12,0.011111111111111112,1,0.1590909090909091,0,1,"Adulte","Low_Income",22010,51,33,7
10151,1960,"Graduation","Divorced",0.37639340997217846,0,2,"2012-09-12",0.38383838383838387,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,66,13,0.3734126984126984,2,0.5,0,1,"Senior","Mid_Income",62204,38,946,22
7381,1968,"Graduation","Divorced",0.4603496673243416,0,0,"2012-12-06",0.10101010101010102,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,58,13,0.5702380952380952,0,0.5,1,0,"Senior","Mid_Income",75693,10,1442,22
4099,1972,"Graduation","Married",0.18015522789371805,1,0,"2012-11-12",0.14141414141414144,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,54,13,0.02261904761904762,1,0.11363636363636365,0,1,"Adulte","Low_Income",30675,14,62,5
9560,1965,"Graduation","Together",0.5058474982417048,0,0,"2013-03-03",0.18181818181818182,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,61,13,0.6623015873015873,0,0.5,1,0,"Senior","Mid_Income",83003,18,1674,22
1150,1899,"PhD","Together",0.5091400225310735,0,0,"2013-09-26",0.36363636363636365,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,127,12,0.7333333333333334,0,0.34090909090909094,1,0,"Senior","Mid_Income",83532,36,1853,15
10172,1988,"Graduation","Single",0.4165447789527408,0,0,"2012-08-10",0.9595959595959597,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,38,13,0.6083333333333334,0,0.4772727272727273,0,0,"Adulte","Mid_Income",68655,95,1538,21
11191,1986,"Graduation","Divorced",0.24697666602351445,0,0,"2013-12-07",0.11111111111111112,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,40,12,0.05317460317460317,0,0.18181818181818182,0,0,"Adulte","Mid_Income",41411,11,139,8
9707,1969,"PhD","Married",0.3328748280605227,0,1,"2012-11-23",0.6565656565656566,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,57,13,0.46706349206349207,1,0.4545454545454546,1,1,"Senior","Mid_Income",55212,65,1182,20
6245,1950,"PhD","Together",0.358268966246958,0,1,"2013-06-13",0.7171717171717172,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,76,12,0.19920634920634922,1,0.4090909090909091,0,1,"Senior","Mid_Income",59292,71,507,18
8234,1973,"Basic","Together",0.1584644015261379,1,0,"2013-08-15",0.13131313131313133,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,53,12,0.005158730158730159,1,0.09090909090909091,1,1,"Adulte","Low_Income",27190,13,18,4
1411,1952,"Graduation","Divorced",0.5034823579204192,0,0,"2013-11-10",0.5858585858585859,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,74,12,0.37103174603174605,0,0.36363636363636365,0,0,"Senior","Mid_Income",82623,58,940,16
8553,1965,"Graduation","Married",0.2649579565187624,1,1,"2013-06-23",0.6565656565656566,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,61,12,0.014682539682539682,2,0.13636363636363635,0,1,"Senior","Mid_Income",44300,65,42,6
1826,1970,"Graduation","Divorced",0.5172499642116924,0,0,"2014-06-16",0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,56,11,0.47023809523809523,0,0.34090909090909094,1,0,"Senior","Mid_Income",84835,0,1190,15
8842,1971,"Graduation","Widow",0.1782693396901666,1,1,"2012-12-25",0.33333333333333337,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,55,13,0.015476190476190477,2,0.18181818181818182,0,1,"Adulte","Low_Income",30372,33,44,8
11030,1976,"Master","Married",0.19575270590724914,1,0,"2014-01-03",0.9090909090909092,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,12,0.004365079365079365,1,0.09090909090909091,1,1,"Adulte","Low_Income",33181,90,16,4
2579,1957,"Graduation","Married",0.43184350239937264,0,1,"2013-12-17",0.9595959595959597,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,69,12,0.32936507936507936,1,0.5909090909090909,0,1,"Senior","Mid_Income",71113,95,835,26
175,1986,"Graduation","Married",0.43706548326663225,1,0,"2013-01-10",0.9393939393939394,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,40,13,0.5706349206349206,1,0.5,1,1,"Adulte","Mid_Income",71952,93,1443,22
9185,1966,"PhD","Single",0.42341613399142325,0,0,"2013-10-28",0.38383838383838387,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,60,12,0.40634920634920635,0,0.4090909090909091,1,0,"Senior","Mid_Income",69759,38,1029,18
11056,1974,"Graduation","Married",0.43798041912776114,0,0,"2012-10-27",0.18181818181818182,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,52,13,0.46944444444444444,0,0.4090909090909091,0,0,"Adulte","Mid_Income",72099,18,1188,18
9365,1976,"PhD","Single",0.36267559610872174,0,1,"2012-12-22",0.5757575757575758,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,50,13,0.5047619047619047,1,0.5454545454545454,0,1,"Adulte","Mid_Income",60000,57,1277,24
6201,1978,"Graduation","Single",0.2297484859989917,1,1,"2013-11-29",0.4545454545454546,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,48,12,0.01746031746031746,2,0.1590909090909091,0,1,"Adulte","Mid_Income",38643,45,49,7
2061,1955,"Graduation","Married",0.30502218875064574,0,1,"2013-05-11",0.6161616161616162,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,71,12,0.0373015873015873,1,0.1590909090909091,1,1,"Senior","Mid_Income",50737,61,99,7
6184,1969,"PhD","Married",0.41534353663166673,0,0,"2012-12-12",0.06060606060606061,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,57,13,0.6607142857142857,0,0.34090909090909094,0,0,"Senior","Mid_Income",68462,6,1670,15
6142,1943,"Master","Married",0.39425021939788507,0,0,"2013-08-20",0.6565656565656566,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,83,12,0.3551587301587302,0,0.3181818181818182,0,0,"Senior","Mid_Income",65073,65,900,14
4107,1948,"PhD","Together",0.2797774278476601,0,2,"2013-10-08",0.5252525252525253,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,78,12,0.16666666666666669,2,0.36363636363636365,0,1,"Senior","Mid_Income",46681,52,425,16
7274,1957,"Graduation","Married",0.478555023744764,0,0,"2012-09-28",0.8787878787878789,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,69,13,0.8523809523809524,0,0.5,1,0,"Senior","Mid_Income",78618,87,2153,22
9336,1969,"PhD","Widow",0.37628760106306836,0,1,"2014-03-22",0.38383838383838387,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,57,11,0.2503968253968254,1,0.4772727272727273,0,1,"Senior","Mid_Income",62187,38,636,21
2958,1978,"Graduation","Married",0.16625691647942636,2,0,"2014-02-24",0.5353535353535354,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,48,12,0.020634920634920634,2,0.2272727272727273,0,1,"Adulte","Low_Income",28442,53,57,10
933,1978,"PhD","Married",0.2239850124792272,1,0,"2012-11-23",0.31313131313131315,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,48,13,0.007936507936507936,1,0.09090909090909091,0,1,"Adulte","Mid_Income",37717,31,25,4
5837,1967,"Graduation","Married",0.30964043643062983,1,1,"2012-12-28",0.6767676767676768,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,59,13,0.19404761904761905,2,0.5,0,1,"Senior","Mid_Income",51479,67,494,22
10704,1969,"Graduation","Single",0.3303291901884021,0,1,"2012-08-21",0.6565656565656566,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,57,13,0.27301587301587305,1,0.4318181818181818,0,1,"Senior","Mid_Income",54803,65,693,19
5125,1960,"Graduation","Married",0.48423136051584953,0,0,"2013-05-17",0.6464646464646465,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,66,12,0.5329365079365079,0,0.5909090909090909,0,0,"Senior","Mid_Income",79530,64,1348,26
4432,1976,"Graduation","Divorced",0.18600583816216149,1,0,"2013-03-16",0.8282828282828284,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,13,0.018253968253968255,1,0.1590909090909091,0,1,"Adulte","Low_Income",31615,82,51,7
5955,1962,"Graduation","Together",0.43751983917045817,0,0,"2012-11-17",0.27272727272727276,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,64,13,0.7646825396825397,0,0.36363636363636365,0,0,"Senior","Mid_Income",72025,27,1932,16
2928,1975,"PhD","Single",0.3167047371271014,0,1,"2012-12-01",0.6363636363636365,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,51,13,0.39087301587301587,1,0.36363636363636365,0,1,"Adulte","Mid_Income",52614,63,990,16
5680,1984,"Master","Married",0.21133151176034903,1,0,"2014-04-22",0.6666666666666667,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,42,11,0.00992063492063492,1,0.11363636363636365,0,1,"Adulte","Mid_Income",35684,66,30,5
10313,1975,"Graduation","Married",0.2890948359028301,1,1,"2012-10-28",0.696969696969697,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,51,13,0.09880952380952382,2,0.36363636363636365,0,1,"Adulte","Mid_Income",48178,69,254,16
2557,1970,"Master","Single",0.173140719625063,1,0,"2013-08-29",0.5252525252525253,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,56,12,0.009523809523809525,1,0.11363636363636365,1,1,"Senior","Low_Income",29548,52,29,5
1245,1966,"Graduation","Single",0.3863892398563488,0,1,"2012-11-11",0.4545454545454546,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,60,13,0.542063492063492,1,0.5227272727272727,1,1,"Senior","Mid_Income",63810,45,1371,23
1519,1972,"PhD","Single",0.2293439225229823,1,1,"2013-06-22",0.020202020202020204,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,54,12,0.026984126984126985,2,0.20454545454545456,1,1,"Adulte","Mid_Income",38578,2,73,9
10703,1975,"Master","Single",0.2761488046705297,1,1,"2012-08-18",0.8686868686868687,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,51,13,0.04563492063492063,2,0.25,0,1,"Adulte","Mid_Income",46098,86,120,11
1726,1970,"Graduation","Single",0.12980263526424218,0,0,"2013-03-18",0.23232323232323235,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,56,13,0.030158730158730156,0,0.11363636363636365,1,0,"Senior","Low_Income",22585,23,81,5
4459,1989,"Graduation","Single",0.17769050271679931,1,0,"2012-12-30",0.13131313131313133,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,13,0.012698412698412698,1,0.11363636363636365,0,1,"Adulte","Low_Income",30279,13,37,5
1729,1961,"PhD","Together",0.40267136375235735,0,1,"2013-10-02",0.14141414141414144,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,65,12,0.5444444444444444,1,0.4545454545454546,0,1,"Senior","Mid_Income",66426,14,1377,20
1517,1969,"Graduation","Single",0.18107016375484697,1,0,"2013-06-14",0.9292929292929294,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,12,0.018253968253968255,1,0.11363636363636365,0,1,"Senior","Low_Income",30822,92,51,5
2098,1969,"PhD","Married",0.19824232729807612,2,0,"2013-01-08",0.38383838383838387,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,57,13,0.004761904761904762,2,0.09090909090909091,0,1,"Senior","Low_Income",33581,38,17,4
9543,1985,"Graduation","Married",0.11362632027734382,1,0,"2013-11-14",0.7474747474747475,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,41,12,0.006746031746031746,1,0.09090909090909091,0,1,"Adulte","Low_Income",19986,74,22,4
6878,1954,"Graduation","Widow",0.15990215787934048,0,0,"2012-12-12",0.14141414141414144,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,72,13,0.12658730158730158,0,0.3181818181818182,0,0,"Senior","Low_Income",27421,14,324,14
3310,1973,"Master","Married",0.2113564079742573,2,1,"2012-08-22",0.9494949494949496,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,53,13,0.08174603174603173,3,0.36363636363636365,0,1,"Adulte","Mid_Income",35688,94,211,16
2724,1981,"Master","Single",0.214188352306323,1,0,"2014-03-30",0.33333333333333337,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,45,11,0.005555555555555556,1,0.09090909090909091,0,1,"Adulte","Mid_Income",36143,33,19,4
948,1971,"Graduation","Single",0.05299781535722955,1,0,"2013-05-15",0.32323232323232326,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,55,12,0.014285714285714287,1,0.18181818181818182,0,1,"Adulte","Low_Income",10245,32,41,8
6720,1968,"Master","Together",0.26181480951284336,0,1,"2013-10-16",0.11111111111111112,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,58,12,0.19325396825396826,1,0.38636363636363635,1,1,"Senior","Mid_Income",43795,11,492,17
6202,1960,"Graduation","Together",0.3837191209146869,0,1,"2012-10-05",0.787878787878788,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,66,13,0.39682539682539686,1,0.5909090909090909,0,1,"Senior","Mid_Income",63381,78,1005,26
2066,1949,"Graduation","Together",0.23086881562486383,0,1,"2012-08-30",0.5656565656565657,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,77,13,0.04325396825396825,1,0.1590909090909091,0,1,"Senior","Mid_Income",38823,56,114,7
9799,1968,"PhD","Divorced",0.5099615975900464,1,1,"2013-05-08",0.5757575757575758,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,58,12,0.4634920634920635,2,0.4318181818181818,0,1,"Senior","Mid_Income",83664,57,1173,19
8318,1979,"Graduation","Together",0.5512644164638661,0,0,"2014-01-03",0.07070707070707072,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,47,12,0.6876984126984127,0,0.4318181818181818,1,0,"Adulte","Mid_Income",90300,7,1738,19
5642,1979,"Master","Together",0.37822950574791336,1,0,"2013-12-09",0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,47,12,0.08611111111111111,1,0.2727272727272727,0,1,"Adulte","Mid_Income",62499,0,222,12
2669,1993,"Graduation","Single",0.4516359924564472,0,0,"2014-05-04",0.6666666666666667,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,33,11,0.44523809523809527,0,0.36363636363636365,0,0,"Jeune","Mid_Income",74293,66,1127,16
455,1946,"PhD","Married",0.3067338034568393,0,0,"2013-04-18",0.8686868686868687,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,80,12,0.08095238095238094,0,0.2272727272727273,0,0,"Senior","Mid_Income",51012,86,209,10
7683,1968,"Master","Married",0.42975222043107797,0,1,"2014-02-25",0.8080808080808082,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,58,12,0.3103174603174603,1,0.5227272727272727,0,1,"Senior","Mid_Income",70777,80,787,23
3428,1991,"PhD","Together",0.4167128283966216,0,0,"2013-10-06",0.5656565656565657,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,35,12,0.6321428571428571,0,0.5454545454545454,0,0,"Adulte","Mid_Income",68682,56,1598,24
7414,1971,"Graduation","Married",0.2619953070636783,1,1,"2012-09-15",0.18181818181818182,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,55,13,0.07182539682539682,2,0.2727272727272727,0,1,"Adulte","Mid_Income",43824,18,186,12
6354,1984,"Graduation","Together",0.08474048809027367,1,0,"2012-08-31",0.5151515151515152,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,42,13,0.016666666666666666,1,0.13636363636363635,1,1,"Adulte","Low_Income",15345,51,47,6
798,1987,"Graduation","Single",0.135136649094089,1,0,"2012-12-24",0.7171717171717172,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,39,13,0.00873015873015873,1,0.11363636363636365,0,1,"Adulte","Low_Income",23442,71,27,5
8213,1980,"Master","Together",0.07957452370430766,1,0,"2012-11-09",0.7171717171717172,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,46,13,0.036111111111111115,1,0.25,1,1,"Adulte","Low_Income",14515,71,96,11
2488,1956,"Master","Divorced",0.18463654639720664,1,1,"2013-03-23",0.8080808080808082,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,70,12,0.023412698412698413,2,0.2272727272727273,0,1,"Senior","Low_Income",31395,80,64,10
9999,1965,"Graduation","Together",0.4577542370244045,0,0,"2012-09-27",0.020202020202020204,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,61,13,0.4107142857142857,0,0.5227272727272727,0,0,"Senior","Mid_Income",75276,2,1040,23
7617,1974,"Graduation","Single",0.2529642054684534,1,1,"2013-08-15",0.8383838383838385,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,52,12,0.0626984126984127,2,0.29545454545454547,0,1,"Adulte","Mid_Income",42373,83,163,13
615,1960,"Graduation","Together",0.1791095869095707,0,0,"2013-03-11",0.29292929292929293,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,66,13,0.13412698412698412,0,0.25,0,0,"Senior","Low_Income",30507,29,343,11
2552,1955,"PhD","Single",0.33479806058493655,1,2,"2013-10-22",0.11111111111111112,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,71,12,0.17500000000000002,3,0.5454545454545454,1,1,"Senior","Mid_Income",55521,11,446,24
194,1965,"Graduation","Married",0.2880242987047745,1,1,"2014-06-09",0.5555555555555556,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,61,11,0.014285714285714287,2,0.11363636363636365,0,1,"Senior","Mid_Income",48006,55,41,5
3645,1972,"PhD","Single",0.15860755475611046,1,0,"2012-08-30",0.19191919191919193,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,54,13,0.025793650793650792,1,0.20454545454545456,1,1,"Adulte","Low_Income",27213,19,70,9
8890,1971,"PhD","Divorced",0.39882489870352966,1,1,"2014-05-30",0.010101010101010102,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,55,11,0.10595238095238096,2,0.3181818181818182,0,1,"Adulte","Mid_Income",65808,1,272,14
5049,1974,"PhD","Together",0.17813863456714818,1,0,"2013-06-06",0.19191919191919193,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,52,12,0.01626984126984127,1,0.13636363636363635,0,1,"Adulte","Low_Income",30351,19,46,6
9973,1963,"Graduation","Married",0.3031549727075255,0,2,"2012-10-17",0.2828282828282829,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,63,13,0.19246031746031747,2,0.4318181818181818,0,1,"Senior","Mid_Income",50437,28,490,19
7301,1982,"Master","Single",0.13621963439909873,1,0,"2012-11-17",0.7676767676767677,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,44,13,0.029365079365079365,1,0.18181818181818182,1,1,"Adulte","Low_Income",23616,76,79,8
10882,1976,"Graduation","Married",0.3244474596525733,0,1,"2012-11-09",0.5050505050505051,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,50,13,0.3611111111111111,1,0.38636363636363635,0,1,"Adulte","Mid_Income",53858,50,915,17
7030,1955,"PhD","Married",0.402914101837963,0,1,"2013-03-30",0.010101010101010102,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,71,12,0.5873015873015873,1,0.7954545454545455,1,1,"Senior","Mid_Income",66465,1,1485,35
7422,1987,"Graduation","Single",0.2812836487891104,1,0,"2012-08-22",0.9090909090909092,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,39,13,0.14444444444444446,1,0.36363636363636365,0,1,"Adulte","Mid_Income",46923,90,369,16
3523,1962,"Graduation","Together",0.4564845301150827,0,1,"2013-01-23",0.8383838383838385,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,64,13,0.4238095238095238,1,0.4318181818181818,0,1,"Senior","Mid_Income",75072,83,1073,19
7106,1943,"PhD","Married",0.46142020452239724,0,0,"2014-03-31",0.7373737373737375,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,83,11,0.4908730158730159,0,0.4318181818181818,0,0,"Senior","Mid_Income",75865,73,1242,19
6504,1975,"Master","Together",0.11240018174236152,1,0,"2013-11-20",0.24242424242424243,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,51,12,0.02896825396825397,1,0.20454545454545456,1,1,"Adulte","Low_Income",19789,24,78,9
5067,1994,"Graduation","Together",0.4879906888159983,0,0,"2014-02-14",0.11111111111111112,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,32,12,0.5448412698412698,0,0.4772727272727273,1,0,"Jeune","Mid_Income",80134,11,1378,21
4216,1981,"Graduation","Single",0.5560258173738228,0,0,"2013-02-22",0.33333333333333337,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,45,13,0.582936507936508,0,0.5909090909090909,1,0,"Adulte","Mid_Income",91065,33,1474,26
8581,1971,"Master","Married",0.29735415486689865,1,1,"2013-03-05",0.04040404040404041,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,55,13,0.29603174603174603,2,0.6590909090909091,0,1,"Adulte","Mid_Income",49505,4,751,29
5929,1973,"PhD","Married",0.22201821158047388,1,0,"2014-05-06",0.14141414141414144,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,11,0.017063492063492065,1,0.1590909090909091,0,1,"Adulte","Mid_Income",37401,14,48,7
3129,1983,"Graduation","Married",0.17655150093049599,1,0,"2014-05-22",0.30303030303030304,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,43,11,0.015873015873015872,1,0.13636363636363635,0,1,"Adulte","Low_Income",30096,30,45,6
6528,1982,"Master","Together",0.104327584382605,1,0,"2014-06-05",0.7575757575757577,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,44,11,0.001984126984126984,1,0.09090909090909091,0,1,"Adulte","Low_Income",18492,75,10,4
1361,1974,"Master","Married",0.5032396198348136,0,0,"2013-06-04",0.26262626262626265,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,52,12,0.5674603174603174,0,0.36363636363636365,1,0,"Adulte","Mid_Income",82584,26,1435,16
6932,1941,"PhD","Married",0.5682374102958292,0,0,"2013-04-13",0.7777777777777778,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,85,12,0.8388888888888889,0,0.5,1,0,"Senior","Mid_Income",93027,77,2119,22
7284,1953,"Graduation","Married",0.29225665506918036,1,2,"2013-12-04",0.08080808080808081,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,73,12,0.005952380952380952,3,0.09090909090909091,0,1,"Senior","Mid_Income",48686,8,20,4
